"species","richness","LUI","feasible"
"Tri_rep","5","1.75",1
"Tri_rep","5","2",1
"Tri_rep","5","2.25",1
"Tri_rep","5","2.5",1
"Tri_rep","5","2.75",1
"Tri_rep","5","3",1
"Tri_rep","7","0.5",0
"Tri_rep","7","0.75",0
"Tri_rep","7","1",1
"Tri_rep","7","1.25",1
"Tri_rep","7","1.5",1
"Tri_rep","7","1.75",1
"Tri_rep","7","2",1
"Tri_rep","7","2.25",1
"Tri_rep","7","2.5",1
"Tri_rep","7","2.75",1
"Tri_rep","7","3",1
"Tri_rep","11","0.5",0
"Tri_rep","11","0.75",0
"Tri_rep","11","1",1
"Tri_rep","11","1.25",1
"Tri_rep","11","1.5",1
"Tri_rep","11","1.75",1
"Tri_rep","11","2",1
"Tri_rep","11","2.25",1
"Tri_rep","11","2.5",1
"Tri_rep","11","2.75",1
"Tri_rep","11","3",1
"Fes_pra","2","0.5",0
"Fes_pra","2","0.75",0
"Fes_pra","2","1",1
"Fes_pra","2","1.25",1
"Fes_pra","2","1.5",1
"Fes_pra","2","1.75",1
"Fes_pra","2","2",1
"Fes_pra","2","2.25",1
"Fes_pra","2","2.5",1
"Fes_pra","2","2.75",1
"Fes_pra","2","3",1
"Fes_pra","3","0.5",0
"Fes_pra","3","0.75",0
"Fes_pra","3","1",1
"Fes_pra","3","1.25",1
"Fes_pra","3","1.5",1
"Fes_pra","3","1.75",1
"Fes_pra","3","2",1
"Fes_pra","3","2.25",1
"Fes_pra","3","2.5",1
"Fes_pra","3","2.75",1
"Fes_pra","3","3",1
"Fes_pra","5","0.5",1
"Fes_pra","5","0.75",1
"Fes_pra","5","1",1
"Fes_pra","5","1.25",1
"Fes_pra","5","1.5",1
"Fes_pra","5","1.75",1
"Fes_pra","5","2",1
"Fes_pra","5","2.25",1
"Fes_pra","5","2.5",1
"Fes_pra","5","2.75",1
"Fes_pra","5","3",1
"Fes_pra","7","0.5",1
"Fes_pra","7","0.75",1
"Fes_pra","7","1",1
"Fes_pra","7","1.25",1
"Fes_pra","7","1.5",1
"Fes_pra","7","1.75",1
"Fes_pra","7","2",1
"Fes_pra","7","2.25",1
"Fes_pra","7","2.5",1
"Fes_pra","7","2.75",1
"Fes_pra","7","3",1
"Fes_pra","11","0.5",1
"Fes_pra","11","0.75",1
"Fes_pra","11","1",1
"Fes_pra","11","1.25",1
"Fes_pra","11","1.5",1
"Fes_pra","11","1.75",1
"Fes_pra","11","2",1
"Fes_pra","11","2.25",1
"Fes_pra","11","2.5",1
"Fes_pra","11","2.75",1
"Fes_pra","11","3",1
"Gal_mol","2","0.5",0
"Gal_mol","2","0.75",0
"Gal_mol","2","1",0
"Gal_mol","2","1.25",0
"Gal_mol","2","1.5",1
"Gal_mol","2","1.75",1
"Gal_mol","2","2",1
"Gal_mol","2","2.25",1
"Gal_mol","2","2.5",1
"Gal_mol","2","2.75",1
"Gal_mol","2","3",1
"Gal_mol","3","0.5",0
"Gal_mol","3","0.75",0
"Gal_mol","3","1",0
"Gal_mol","3","1.25",0
"Gal_mol","3","1.5",1
"Gal_mol","3","1.75",1
"Gal_mol","3","2",1
"Gal_mol","3","2.25",1
"Gal_mol","3","2.5",1
"Gal_mol","3","2.75",1
"Gal_mol","3","3",1
"Gal_mol","5","0.5",1
"Gal_mol","5","0.75",1
"Gal_mol","5","1",1
"Gal_mol","5","1.25",1
"Gal_mol","5","1.5",0
"Gal_mol","5","1.75",0
"Gal_mol","5","2",0
"Gal_mol","5","2.25",0
"Gal_mol","5","2.5",0
"Gal_mol","5","2.75",0
"Gal_mol","5","3",0
"Gal_mol","7","0.5",1
"Gal_mol","7","0.75",1
"Gal_mol","7","1",1
"Gal_mol","7","1.25",1
"Gal_mol","7","1.5",0
"Gal_mol","7","1.75",0
"Gal_mol","7","2",0
"Gal_mol","7","2.25",0
"Gal_mol","7","2.5",0
"Gal_mol","7","2.75",0
"Gal_mol","7","3",0
"Gal_mol","11","0.5",1
"Gal_mol","11","0.75",1
"Gal_mol","11","1",1
"Gal_mol","11","1.25",1
"Gal_mol","11","1.5",0
"Gal_mol","11","1.75",0
"Gal_mol","11","2",0
"Gal_mol","11","2.25",0
"Gal_mol","11","2.5",0
"Gal_mol","11","2.75",0
"Gal_mol","11","3",0
"Bra_pin","2","0.5",1
"Bra_pin","2","0.75",1
"Bra_pin","2","1",1
"Bra_pin","2","1.25",1
"Bra_pin","2","1.5",1
"Bra_pin","2","1.75",1
"Bra_pin","2","2",0
"Bra_pin","2","2.25",0
"Bra_pin","2","2.5",0
"Bra_pin","2","2.75",0
"Bra_pin","2","3",0
"Bra_pin","3","0.5",1
"Bra_pin","3","0.75",1
"Bra_pin","3","1",1
"Bra_pin","3","1.25",1
"Bra_pin","3","1.5",1
"Bra_pin","3","1.75",1
"Bra_pin","3","2",0
"Bra_pin","3","2.25",0
"Bra_pin","3","2.5",0
"Bra_pin","3","2.75",0
"Bra_pin","3","3",0
"Bra_pin","5","0.5",1
"Bra_pin","5","0.75",1
"Bra_pin","5","1",1
"Bra_pin","5","1.25",1
"Bra_pin","5","1.5",1
"Bra_pin","5","1.75",1
"Bra_pin","5","2",0
"Bra_pin","5","2.25",0
"Bra_pin","5","2.5",0
"Bra_pin","5","2.75",0
"Bra_pin","5","3",0
"Bra_pin","7","0.5",1
"Bra_pin","7","0.75",1
"Bra_pin","7","1",1
"Bra_pin","7","1.25",1
"Bra_pin","7","1.5",1
"Bra_pin","7","1.75",1
"Bra_pin","7","2",0
"Bra_pin","7","2.25",0
"Bra_pin","7","2.5",0
"Bra_pin","7","2.75",0
"Bra_pin","7","3",0
"Bra_pin","11","0.5",1
"Bra_pin","11","0.75",1
"Bra_pin","11","1",1
"Bra_pin","11","1.25",1
"Bra_pin","11","1.5",1
"Bra_pin","11","1.75",1
"Bra_pin","11","2",0
"Bra_pin","11","2.25",0
"Bra_pin","11","2.5",0
"Bra_pin","11","2.75",0
"Bra_pin","11","3",0
"Tar_off","2","0.5",0
"Tar_off","2","0.75",0
"Tar_off","2","1",0
"Tar_off","2","1.25",0
"Tar_off","2","1.5",0
"Tar_off","2","1.75",0
"Tar_off","2","2",0
"Tar_off","2","2.25",0
"Tar_off","2","2.5",0
"Tar_off","2","2.75",0
"Tar_off","2","3",0
"Tar_off","3","0.5",0
"Tar_off","3","0.75",0
"Tar_off","3","1",0
"Tar_off","3","1.25",0
"Tar_off","3","1.5",0
"Tar_off","3","1.75",0
"Tar_off","3","2",0
"Tar_off","3","2.25",0
"Tar_off","3","2.5",0
"Tar_off","3","2.75",0
"Tar_off","3","3",0
"Tar_off","5","0.5",0
"Tar_off","5","0.75",0
"Tar_off","5","1",1
"Tar_off","5","1.25",1
"Tar_off","5","1.5",1
"Tar_off","5","1.75",1
"Tar_off","5","2",1
"Tar_off","5","2.25",1
"Tar_off","5","2.5",1
"Tar_off","5","2.75",1
"Tar_off","5","3",1
"Tar_off","7","0.5",0
"Tar_off","7","0.75",0
"Tar_off","7","1",1
"Tar_off","7","1.25",1
"Tar_off","7","1.5",1
"Tar_off","7","1.75",1
"Tar_off","7","2",1
"Tar_off","7","2.25",1
"Tar_off","7","2.5",1
"Tar_off","7","2.75",1
"Tar_off","7","3",1
"Tar_off","11","0.5",0
"Tar_off","11","0.75",0
"Tar_off","11","1",1
"Tar_off","11","1.25",1
"Tar_off","11","1.5",1
"Tar_off","11","1.75",1
"Tar_off","11","2",1
"Tar_off","11","2.25",1
"Tar_off","11","2.5",1
"Tar_off","11","2.75",1
"Tar_off","11","3",1
"Lol_per","2","0.5",0
"Lol_per","2","0.75",0
"Lol_per","2","1",0
"Lol_per","2","1.25",0
"Lol_per","2","1.5",0
"Lol_per","2","1.75",0
"Lol_per","2","2",0
"Lol_per","2","2.25",0
"Lol_per","2","2.5",0
"Lol_per","2","2.75",0
"Lol_per","2","3",0
"Lol_per","3","0.5",0
"Lol_per","3","0.75",0
"Lol_per","3","1",0
"Lol_per","3","1.25",0
"Lol_per","3","1.5",0
"Lol_per","3","1.75",0
"Lol_per","3","2",0
"Lol_per","3","2.25",0
"Lol_per","3","2.5",0
"Lol_per","3","2.75",0
"Lol_per","3","3",0
"Lol_per","5","0.5",0
"Lol_per","5","0.75",0
"Lol_per","5","1",1
"Lol_per","5","1.25",1
"Lol_per","5","1.5",1
"Lol_per","5","1.75",1
"Lol_per","5","2",1
"Lol_per","5","2.25",1
"Lol_per","5","2.5",1
"Lol_per","5","2.75",1
"Lol_per","5","3",1
"Lol_per","7","0.5",0
"Lol_per","7","0.75",0
"Lol_per","7","1",1
"Lol_per","7","1.25",1
"Lol_per","7","1.5",1
"Lol_per","7","1.75",1
"Lol_per","7","2",1
"Lol_per","7","2.25",1
"Lol_per","7","2.5",1
"Lol_per","7","2.75",1
"Lol_per","7","3",1
"Lol_per","11","0.5",0
"Lol_per","11","0.75",0
"Lol_per","11","1",1
"Lol_per","11","1.25",1
"Lol_per","11","1.5",1
"Lol_per","11","1.75",1
"Lol_per","11","2",1
"Lol_per","11","2.25",1
"Lol_per","11","2.5",1
"Lol_per","11","2.75",1
"Lol_per","11","3",1
"Tri_fla","2","0.5",0
"Tri_fla","2","0.75",0
"Tri_fla","2","1",0
"Tri_fla","2","1.25",0
"Tri_fla","2","1.5",0
"Tri_fla","2","1.75",0
"Tri_fla","2","2",0
"Tri_fla","2","2.25",0
"Tri_fla","2","2.5",0
"Tri_fla","2","2.75",0
"Tri_fla","2","3",0
"Tri_fla","3","0.5",0
"Tri_fla","3","0.75",0
"Tri_fla","3","1",0
"Tri_fla","3","1.25",0
"Tri_fla","3","1.5",0
"Tri_fla","3","1.75",0
"Tri_fla","3","2",0
"Tri_fla","3","2.25",0
"Tri_fla","3","2.5",0
"Tri_fla","3","2.75",0
"Tri_fla","3","3",0
"Tri_fla","5","0.5",0
"Tri_fla","5","0.75",0
"Tri_fla","5","1",0
"Tri_fla","5","1.25",1
"Tri_fla","5","1.5",1
"Tri_fla","5","1.75",1
"Tri_fla","5","2",1
"Tri_fla","5","2.25",1
"Tri_fla","5","2.5",1
"Tri_fla","5","2.75",1
"Tri_fla","5","3",1
"Tri_fla","7","0.5",0
"Tri_fla","7","0.75",0
"Tri_fla","7","1",0
"Tri_fla","7","1.25",1
"Tri_fla","7","1.5",1
"Tri_fla","7","1.75",1
"Tri_fla","7","2",1
"Tri_fla","7","2.25",1
"Tri_fla","7","2.5",1
"Tri_fla","7","2.75",1
"Tri_fla","7","3",1
"Tri_fla","11","0.5",0
"Tri_fla","11","0.75",0
"Tri_fla","11","1",0
"Tri_fla","11","1.25",1
"Tri_fla","11","1.5",1
"Tri_fla","11","1.75",1
"Tri_fla","11","2",1
"Tri_fla","11","2.25",1
"Tri_fla","11","2.5",1
"Tri_fla","11","2.75",1
"Tri_fla","11","3",1
"Ely_rep","2","0.5",0
"Ely_rep","2","0.75",0
"Ely_rep","2","1",0
"Ely_rep","2","1.25",0
"Ely_rep","2","1.5",0
"Ely_rep","2","1.75",0
"Ely_rep","2","2",0
"Ely_rep","2","2.25",0
"Ely_rep","2","2.5",0
"Ely_rep","2","2.75",0
"Ely_rep","2","3",0
"Ely_rep","3","0.5",0
"Ely_rep","3","0.75",0
"Ely_rep","3","1",0
"Ely_rep","3","1.25",0
"Ely_rep","3","1.5",0
"Ely_rep","3","1.75",0
"Ely_rep","3","2",0
"Ely_rep","3","2.25",0
"Ely_rep","3","2.5",0
"Ely_rep","3","2.75",0
"Ely_rep","3","3",0
"Ely_rep","5","0.5",0
"Ely_rep","5","0.75",0
"Ely_rep","5","1",0
"Ely_rep","5","1.25",1
"Ely_rep","5","1.5",1
"Ely_rep","5","1.75",1
"Ely_rep","5","2",1
"Ely_rep","5","2.25",1
"Ely_rep","5","2.5",1
"Ely_rep","5","2.75",1
"Ely_rep","5","3",1
"Ely_rep","7","0.5",0
"Ely_rep","7","0.75",0
"Ely_rep","7","1",0
"Ely_rep","7","1.25",1
"Ely_rep","7","1.5",1
"Ely_rep","7","1.75",1
"Ely_rep","7","2",1
"Ely_rep","7","2.25",1
"Ely_rep","7","2.5",1
"Ely_rep","7","2.75",1
"Ely_rep","7","3",1
"Ely_rep","11","0.5",0
"Ely_rep","11","0.75",0
"Ely_rep","11","1",0
"Ely_rep","11","1.25",1
"Ely_rep","11","1.5",1
"Ely_rep","11","1.75",1
"Ely_rep","11","2",1
"Ely_rep","11","2.25",1
"Ely_rep","11","2.5",1
"Ely_rep","11","2.75",1
"Ely_rep","11","3",1
"Hol_lan","2","0.5",0
"Hol_lan","2","0.75",0
"Hol_lan","2","1",0
"Hol_lan","2","1.25",0
"Hol_lan","2","1.5",0
"Hol_lan","2","1.75",0
"Hol_lan","2","2",0
"Hol_lan","2","2.25",0
"Hol_lan","2","2.5",0
"Hol_lan","2","2.75",0
"Hol_lan","2","3",0
"Hol_lan","3","0.5",0
"Hol_lan","3","0.75",0
"Hol_lan","3","1",0
"Hol_lan","3","1.25",0
"Hol_lan","3","1.5",0
"Hol_lan","3","1.75",0
"Hol_lan","3","2",0
"Hol_lan","3","2.25",0
"Hol_lan","3","2.5",0
"Hol_lan","3","2.75",0
"Hol_lan","3","3",0
"Hol_lan","5","0.5",1
"Hol_lan","5","0.75",1
"Hol_lan","5","1",1
"Hol_lan","5","1.25",1
"Hol_lan","5","1.5",1
"Hol_lan","5","1.75",1
"Hol_lan","5","2",1
"Hol_lan","5","2.25",1
"Hol_lan","5","2.5",1
"Hol_lan","5","2.75",1
"Hol_lan","5","3",1
"Hol_lan","7","0.5",1
"Hol_lan","7","0.75",1
"Hol_lan","7","1",1
"Hol_lan","7","1.25",1
"Hol_lan","7","1.5",1
"Hol_lan","7","1.75",1
"Hol_lan","7","2",1
"Hol_lan","7","2.25",1
"Hol_lan","7","2.5",1
"Hol_lan","7","2.75",1
"Hol_lan","7","3",1
"Hol_lan","11","0.5",1
"Hol_lan","11","0.75",1
"Hol_lan","11","1",1
"Hol_lan","11","1.25",1
"Hol_lan","11","1.5",1
"Hol_lan","11","1.75",1
"Hol_lan","11","2",1
"Hol_lan","11","2.25",1
"Hol_lan","11","2.5",1
"Hol_lan","11","2.75",1
"Hol_lan","11","3",1
"Car_hir","2","0.5",0
"Car_hir","2","0.75",0
"Car_hir","2","1",0
"Car_hir","2","1.25",0
"Car_hir","2","1.5",0
"Car_hir","2","1.75",0
"Car_hir","2","2",0
"Car_hir","2","2.25",0
"Car_hir","2","2.5",0
"Car_hir","2","2.75",0
"Car_hir","2","3",0
"Car_hir","3","0.5",0
"Car_hir","3","0.75",0
"Car_hir","3","1",0
"Car_hir","3","1.25",0
"Car_hir","3","1.5",0
"Car_hir","3","1.75",0
"Car_hir","3","2",0
"Car_hir","3","2.25",0
"Car_hir","3","2.5",0
"Car_hir","3","2.75",0
"Car_hir","3","3",0
"Car_hir","5","0.5",1
"Car_hir","5","0.75",1
"Car_hir","5","1",1
"Car_hir","5","1.25",1
"Car_hir","5","1.5",1
"Car_hir","5","1.75",1
"Car_hir","5","2",0
"Car_hir","5","2.25",0
"Car_hir","5","2.5",0
"Car_hir","5","2.75",0
"Car_hir","5","3",0
"Car_hir","7","0.5",1
"Car_hir","7","0.75",1
"Car_hir","7","1",1
"Car_hir","7","1.25",1
"Car_hir","7","1.5",1
"Car_hir","7","1.75",1
"Car_hir","7","2",0
"Car_hir","7","2.25",0
"Car_hir","7","2.5",0
"Car_hir","7","2.75",0
"Car_hir","7","3",0
"Car_hir","11","0.5",1
"Car_hir","11","0.75",1
"Car_hir","11","1",1
"Car_hir","11","1.25",1
"Car_hir","11","1.5",1
"Car_hir","11","1.75",1
"Car_hir","11","2",0
"Car_hir","11","2.25",0
"Car_hir","11","2.5",0
"Car_hir","11","2.75",0
"Car_hir","11","3",0
